HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	Enzyme IDs	NCBI Gene ID	Ensembl gene ID	Mouse genome database ID	Locus type
HGNC:36331	RPSAP60	Approved			Xq28		NG_010242		100271149	ENSG00000228965		pseudogene
HGNC:36760	RPSAP61	Approved			Xp11.3		NG_010579		644464	ENSG00000214016		pseudogene
HGNC:35583	RPSAP62	Approved			Xp11.22		NG_010739		100131469	ENSG00000226299		pseudogene
HGNC:35581	RPSAP63	Approved			Xq26.2		NG_009640		100270755	ENSG00000233260		pseudogene
HGNC:39642	RPSAP64	Approved			21q22.2				100873797	ENSG00000227721		pseudogene
HGNC:51914	RPSAP65	Approved			1p31.3				107075109	ENSG00000223683		pseudogene
HGNC:51916	RPSAP66	Approved			17q23.2				107075110	ENSG00000266943		pseudogene
HGNC:51918	RPSAP67	Approved			17q24.2				107075111	ENSG00000266858		pseudogene
HGNC:51920	RPSAP68	Approved			21p11.2				100996520	ENSG00000279990		pseudogene
HGNC:51922	RPSAP69	Approved			3q29				101927158	ENSG00000233487		pseudogene
HGNC:51923	RPSAP70	Approved			4q35.1				105377595	ENSG00000250327		pseudogene
HGNC:51924	RPSAP71	Approved			5q35.1				107075249	ENSG00000254256		pseudogene
HGNC:51925	RPSAP72	Approved			6q14.1				107075112	ENSG00000219361		pseudogene
HGNC:51926	RPSAP73	Approved			7p22.1				107075250	ENSG00000274319		pseudogene
HGNC:51928	RPSAP74	Approved			8q21.3				107075113	ENSG00000253621		pseudogene
HGNC:51929	RPSAP75	Approved			9q21.13				107075114	ENSG00000270954		pseudogene
HGNC:51930	RPSAP76	Approved			9q33.3				101927006	ENSG00000235332		pseudogene
HGNC:26809	RPTN	Approved		FLJ39117	1q21.3	AK096436	NM_001122965		126638	ENSG00000215853	MGI:1099055	gene with protein product
HGNC:30287	RPTOR	Approved		KOG1, Mip1, KIAA1303, raptor	17q25.3		NM_020761		57521	ENSG00000141564	MGI:1921620	gene with protein product
HGNC:10444	RPU1	Symbol Withdrawn										unknown
HGNC:14173	RPUSD1	Approved	C16orf40	RLUCL, MGC19600	16p13.3	AE006465	NM_058192		113000	ENSG00000007376	MGI:1919186	gene with protein product
HGNC:24180	RPUSD2	Approved	C15orf19	C18B11, FLJ31409, PUS9	15q15.1	AK055971	NM_152260		27079	ENSG00000166133	MGI:1918066	gene with protein product
HGNC:28437	RPUSD3	Approved		MGC29784	3p25.3	BC032135	NM_173659		285367	ENSG00000156990	MGI:2141440	gene with protein product
HGNC:25898	RPUSD4	Approved		FLJ14494	11q24.2	BC014131	NM_032795		84881	ENSG00000165526	MGI:1919239	gene with protein product
HGNC:10446	RRAD	Approved		REM3, RAD	16q22.1	L24564	NM_004165		6236	ENSG00000166592	MGI:1930943	gene with protein product
HGNC:16963	RRAGA	Approved		RAGA, FIP-1	9p22.1	BC006433	NM_006570		10670	ENSG00000155876	MGI:1915691	gene with protein product
HGNC:20242	RRAGAP1	Approved	RRAGAP		14q21.2		NG_027270		100462776	ENSG00000259046		pseudogene
HGNC:55445	RRAGAP1-AS1	Approved			14q21.2					ENSG00000258633		RNA, long non-coding
HGNC:19901	RRAGB	Approved			Xp11.21	X90530	NM_016656		10325	ENSG00000083750	MGI:3038613	gene with protein product
HGNC:19902	RRAGC	Approved		GTR2, FLJ13311	1p34.3	AF323609	NM_022157		64121	ENSG00000116954	MGI:1858751	gene with protein product
HGNC:55793	RRAGC-DT	Approved		LENGA	1p34.3				105378663	ENSG00000228436		RNA, long non-coding
HGNC:19903	RRAGD	Approved		DKFZP761H171, bA11D8.2.1	6q15	AF272036	NM_021244		58528	ENSG00000025039	MGI:1098604	gene with protein product
HGNC:10447	RRAS	Approved		R-Ras, RRAS1	19q13.33		NM_006270		6237	ENSG00000126458	MGI:98179	gene with protein product
HGNC:17271	RRAS2	Approved		TC21	11p15.2	M31468	NM_012250		22800	ENSG00000133818	MGI:1914172	gene with protein product
HGNC:54561	RRAS2P1	Approved			1p32.3		NG_016982		100133211	ENSG00000236360		pseudogene
HGNC:54562	RRAS2P2	Approved			2q36.1		NG_016988		100384885	ENSG00000233751		pseudogene
HGNC:10448	RRBP1	Approved		ES/130, hES, p180	20p12.1	AB037819	NM_001042576		6238	ENSG00000125844	MGI:1932395	gene with protein product
HGNC:55607	RRBP1P1	Approved			7p12.1				392027	ENSG00000223970		pseudogene
HGNC:55608	RRBP1P2	Approved			3p24.3				100421669	ENSG00000271235		pseudogene
HGNC:10449	RREB1	Approved		HNT	6p24.3	U26914			6239	ENSG00000124782	MGI:2443664	gene with protein product
HGNC:10450	RRH	Approved		peropsin	4q25	AF012270	NM_006583		10692	ENSG00000180245	MGI:1097709	gene with protein product
HGNC:10451	RRM1	Approved			11p15.4	X59543	NM_001033	1.17.14.1	6240	ENSG00000167325	MGI:98180	gene with protein product
HGNC:40512	RRM1-AS1	Approved			11p15.4					ENSG00000255276		RNA, long non-coding
HGNC:10452	RRM2	Approved	C2orf48	FLJ25102	2p25.1			1.17.4.1	6241	ENSG00000171848	MGI:98181	gene with protein product
HGNC:17296	RRM2B	Approved		p53R2	8q22.3	AB036532			50484	ENSG00000048392	MGI:2155865	gene with protein product
HGNC:10453	RRM2P1	Entry Withdrawn			1p33-p31							pseudogene
HGNC:10454	RRM2P2	Approved			1q23.3				6244	ENSG00000236484		pseudogene
HGNC:10455	RRM2P3	Approved			Xp11.3		NG_000870		100420159	ENSG00000214018		pseudogene
HGNC:10456	RRM2P4	Approved			Xq27.3		NG_000871		6246	ENSG00000235598		pseudogene
HGNC:30346	RRN3	Approved		DKFZp566E104, TIF-IA	16p13.11	AF227156	NM_018427		54700	ENSG00000085721	MGI:1925255	gene with protein product
HGNC:30548	RRN3P1	Approved			16p12.2		NR_003370		730092	ENSG00000248124		pseudogene
HGNC:37619	RRN3P2	Approved			16p11.2		NR_003369		653390	ENSG00000103472		pseudogene
HGNC:37620	RRN3P3	Approved			16p12.2		NR_027460		100131998	ENSG00000257122		pseudogene
HGNC:54536	RRN3P4	Approved			2q22.2		NG_028783		100129955	ENSG00000229781		pseudogene
HGNC:18785	RRP1	Approved		NNP-1, Nop52, NOP52, RRP1A, D21S2056E	21q22.3	U79775	NM_003683		8568	ENSG00000160214	MGI:1203500	gene with protein product
HGNC:23818	RRP1B	Approved	KIAA0179	Nnp1, RRP1, PPP1R136	21q22.3	AK124620	NM_015056		23076	ENSG00000160208	MGI:1919712	gene with protein product
HGNC:24286	RRP7A	Approved		CGI-96, Rrp7	22q13.2	BC035992	NM_015703		27341	ENSG00000189306	MGI:1922028	gene with protein product
HGNC:30454	RRP7BP	Approved	RRP7B	dJ222E13.2	22q13.2		NR_002184		91695	ENSG00000182841		pseudogene
HGNC:29030	RRP8	Approved	KIAA0409	NML	11p15.4	AB007869	NM_015324		23378	ENSG00000132275	MGI:1914251	gene with protein product
HGNC:16829	RRP9	Approved	RNU3IP2	U3-55K	3p21.2	AJ001340	NM_004704		9136	ENSG00000114767	MGI:2384313	gene with protein product
HGNC:29100	RRP12	Approved	KIAA0690		10q24.1		NM_015179		23223	ENSG00000052749	MGI:2147437	gene with protein product
HGNC:24255	RRP15	Approved	KIAA0507	CGI-115	1q41		NM_016052		51018	ENSG00000067533	MGI:1914473	gene with protein product
HGNC:21374	RRP36	Approved	C6orf153	dJ20C7.4	6p21.1	BC011933	NM_033112		88745	ENSG00000124541	MGI:2385053	gene with protein product
HGNC:17083	RRS1	Approved		KIAA0112	8q13.1	BC001811	NM_015169		23212	ENSG00000179041	MGI:1929721	gene with protein product
HGNC:50465	RRS1-DT	Approved	RRS1-AS1		8q13.1				100505676	ENSG00000246145		RNA, long non-coding
HGNC:10457	RS1	Approved	RS	XLRS1	Xp22.13	AF014459			6247	ENSG00000102104	MGI:1336189	gene with protein product
HGNC:25634	RSAD1	Approved		FLJ11164, HemW	17q21.33	AK002026	NM_018346		55316	ENSG00000136444	MGI:3039628	gene with protein product
HGNC:30908	RSAD2	Approved		cig5, vig1, Viperin	2p25.2	AF442151	NM_080657		91543	ENSG00000134321	MGI:1929628	gene with protein product
HGNC:25642	RSBN1	Approved		FLJ11220, ROSBIN, KDM9	1p13.2	AK002082	NM_018364		54665	ENSG00000081019	MGI:2444993	gene with protein product
HGNC:24765	RSBN1L	Approved		FLJ42526, FLJ45813, MGC71764	7q11.23	AK124517	NM_198467		222194	ENSG00000187257	MGI:3036237	gene with protein product
HGNC:10458	RSC1A1	Approved		RS1	1p36.21	BN000122, X82877	NM_006511		6248	ENSG00000215695	MGI:3526447	gene with protein product
HGNC:10459	RSE	Symbol Withdrawn										unknown
HGNC:18118	RSF1	Approved	HBXAP	XAP8, RSF-1, p325	11q14.1	AF380176, AF227948	NM_016578		51773	ENSG00000048649	MGI:2682305	gene with protein product
HGNC:41439	RSF1-IT1	Approved			11q14.1					ENSG00000255409		RNA, long non-coding
HGNC:41438	RSF1-IT2	Approved			11q14.1					ENSG00000254985		RNA, long non-coding
HGNC:26314	RSKR	Approved		FLJ25006, SgK494	17q11.2		NM_144610		124923	ENSG00000167524	MGI:2652869	gene with protein product
HGNC:24534	RSL1D1	Approved		PBK1, L12, DKFZP564M182, CSIG, UTP30	16p13.13	AY154473	NM_015659		26156	ENSG00000171490	MGI:1913659	gene with protein product
HGNC:55337	RSL1D1-DT	Approved			16p13.13				105371084	ENSG00000263307		RNA, long non-coding
HGNC:18479	RSL24D1	Approved	C15orf15	HRP-L30-iso, L30, RPL24L, RPL24	15q21.3	AF201949	NM_016304		51187	ENSG00000137876	MGI:2681840	gene with protein product
HGNC:13979	RSL24D1P1	Approved	RPL30BP, RSL24D1P	RPL24p, dJ97D16.2	6p22.1		NG_009885		100129755	ENSG00000218069		pseudogene
HGNC:37867	RSL24D1P2	Approved			2p15				100129162	ENSG00000230595		pseudogene
HGNC:37883	RSL24D1P3	Approved			7q11.21				100130721	ENSG00000231556		pseudogene
HGNC:37884	RSL24D1P4	Approved	RSL24D1P19		1q43				391183	ENSG00000215800		pseudogene
HGNC:37870	RSL24D1P5	Approved			12q14.2				100129941	ENSG00000257664		pseudogene
HGNC:37876	RSL24D1P6	Approved	RPL24P1	dJ836N17.3	20q11.21		NG_001000		140757	ENSG00000224452		pseudogene
HGNC:37877	RSL24D1P7	Approved			8p23.2				100129861			pseudogene
HGNC:37873	RSL24D1P8	Approved			19p13.2					ENSG00000237273		pseudogene
HGNC:37880	RSL24D1P9	Approved			18q21.2				100128991	ENSG00000265402		pseudogene
HGNC:37875	RSL24D1P10	Approved			5q23.1				100130699			pseudogene
HGNC:37881	RSL24D1P11	Approved			18q21.31				284288	ENSG00000231544		pseudogene
HGNC:10460	RSMD1	Symbol Withdrawn	MDRS1	RSS	1p36-p35							phenotype only
HGNC:12371	RSPH1	Approved	TSGA2	FLJ32753, RSP44, RSPH10A, CILD24	21q22.3	AB006536			89765	ENSG00000160188	MGI:1194909	gene with protein product
HGNC:55644	RSPH1-DT	Approved			21q22.3		NR_135518		101930094	ENSG00000239930		RNA, long non-coding
HGNC:21054	RSPH3	Approved	RSHL2	dJ111C20.1, RSP3	6q25.3	AF353618	NM_031924		83861	ENSG00000130363	MGI:1914082	gene with protein product
HGNC:21558	RSPH4A	Approved	RSHL3	dJ412I7.1, FLJ37974, RSPH6B, CILD11	6q22.1		NM_001010892		345895	ENSG00000111834	MGI:3027894	gene with protein product
HGNC:14241	RSPH6A	Approved	RSHL1	RSP4, RSP6, RSPH4B	19q13.3	AL136761			81492	ENSG00000104941	MGI:1927643	gene with protein product
HGNC:21057	RSPH9	Approved	MRPS18AL1, C6orf206	FLJ30845, CILD12	6p21.1	AK055407	NM_152732		221421	ENSG00000172426	MGI:1922814	gene with protein product
HGNC:27362	RSPH10B	Approved			7p22.1		NM_173565		222967	ENSG00000155026	MGI:1922386	gene with protein product
HGNC:34385	RSPH10B2	Approved			7p22.1		NM_001099697		728194	ENSG00000169402		gene with protein product
HGNC:13437	RSPH14	Approved	RTDR1		22q11.22-q11.23	AF133587	NM_014433		27156	ENSG00000100218	MGI:1918486	gene with protein product
HGNC:21679	RSPO1	Approved		FLJ40906, RSPONDIN	1p34.3	AK098225	NM_173640		284654	ENSG00000169218	MGI:2183426	gene with protein product
HGNC:28583	RSPO2	Approved		MGC35555	8q23.1	AK123023	NM_178565		340419	ENSG00000147655	MGI:1922667	gene with protein product
HGNC:20866	RSPO3	Approved	THSD2	FLJ14440	6q22.33	BC022367	NM_032784		84870	ENSG00000146374	MGI:1920030	gene with protein product
HGNC:16175	RSPO4	Approved	C20orf182	dJ824F16.3	20p13	AK122609	NM_001029871		343637	ENSG00000101282	MGI:1924467	gene with protein product
HGNC:29420	RSPRY1	Approved		KIAA1972	16q13	AB075852	NM_133368		89970	ENSG00000159579	MGI:1914860	gene with protein product
HGNC:24152	RSRC1	Approved		MGC12197, BM-011, SRrp53, SFRS21	3q25.32	AF208853	NM_016625		51319	ENSG00000174891	MGI:1914130	gene with protein product
HGNC:30559	RSRC2	Approved		FLJ11021	12q24.31	AF161432	NM_023012		65117	ENSG00000111011	MGI:1913489	gene with protein product
HGNC:25234	RSRP1	Approved	C1orf63	DJ465N24.2.1	1p36.11		NM_020317		57035	ENSG00000117616	MGI:106498	gene with protein product
HGNC:10462	RSS	Entry Withdrawn		SRS	17q25							phenotype only
HGNC:10463	RSTS	Symbol Withdrawn										unknown
HGNC:10464	RSU1	Approved		RSP-1, FLJ31034	10p13	AK055596	NM_012425, NM_152724		6251	ENSG00000148484	MGI:103040	gene with protein product
HGNC:31114	RSU1P1	Approved		Y214H10.6	10q11.21				100129622	ENSG00000230425		pseudogene
HGNC:44391	RSU1P2	Approved			10q11.21				100133308	ENSG00000232554		pseudogene
HGNC:44392	RSU1P3	Approved			10q21.1				100419964	ENSG00000213659		pseudogene
HGNC:10465	RTA1C	Symbol Withdrawn			reserved							unknown
HGNC:30310	RTBDN	Approved		FLJ36353	19p13.13	AY028917	NM_031429		83546	ENSG00000132026	MGI:2443686	gene with protein product
HGNC:17981	RTCA	Approved	RTCD1	RPC, RTC1	1p21.2	Y11651		6.5.1.4	8634	ENSG00000137996	MGI:1913618	gene with protein product
HGNC:50573	RTCA-AS1	Approved			1p21.2				100506007	ENSG00000224616		RNA, long non-coding
HGNC:26935	RTCB	Approved	C22orf28	HSPC117, FAAP	22q12.3	BC016707	NM_014306	6.5.1.3	51493	ENSG00000100220	MGI:106379	gene with protein product
HGNC:15888	RTEL1	Approved	C20orf41	bK3184A7.3, NHL, DKFZP434C013, KIAA1088, RTEL	20q13.33	AB029011	NM_032957		51750	ENSG00000258366	MGI:2139369	gene with protein product
HGNC:44095	RTEL1-TNFRSF6B	Approved			20q13.33				100533107	ENSG00000026036		readthrough
HGNC:44213	RTEL1P1	Approved			4q25				100421429	ENSG00000251441		pseudogene
HGNC:28996	RTF1	Approved	KIAA0252		15q15.1	D87440	NM_015138		23168	ENSG00000137815	MGI:1309480	gene with protein product
HGNC:15890	RTF2	Approved	C20orf43, RTFDC1	HSPC164, CDAO5	20q13.31	AF161513	NM_016407		51507	ENSG00000022277	MGI:1913654	gene with protein product
HGNC:10466	RTKN	Approved		B5, RTKN-1	2p13.1	AF049227	NM_001015055		6242	ENSG00000114993	MGI:107371	gene with protein product
HGNC:19364	RTKN2	Approved	PLEKHK1	Em:AC024597.2, bA531F24.1, FLJ39352	10q21.2	BC025765	NM_145307		219790	ENSG00000182010	MGI:2158417	gene with protein product
HGNC:14665	RTL1	Approved		PEG11, MART1, Mar1, SIRH2, HUR1	14q32.2		NM_001134888		388015	ENSG00000254656	MGI:2656842	gene with protein product
HGNC:22997	RTL3	Approved	ZCCHC5	FLJ38865, Mar3, Mart3, ZHC5, SIRH9	Xq21.1	AK096184	NM_152694		203430	ENSG00000179300	MGI:2685221	gene with protein product
HGNC:25214	RTL4	Approved	ZCCHC16	Mart4, Mar4, FLJ46608, SIRH11	Xq23	AK128465	NM_001004308		340595	ENSG00000187823	MGI:3588192	gene with protein product
HGNC:29430	RTL5	Approved	RGAG4	KIAA2001, Mar5, Mart5, SIRH8	Xq13.1	AB082532	NM_001024455		340526	ENSG00000242732	MGI:3045324	gene with protein product
HGNC:13343	RTL6	Approved	LDOC1L	dJ1033E15.2, DKFZp761O17121, Mart6, Mar6, SIRH3	22q13.31	CR456439	NM_032287		84247	ENSG00000188636	MGI:2675858	gene with protein product
HGNC:24514	RTL8A	Approved	FAM127B	DKFZP564B147, MAR8A, CXX1b, SIRH6	Xq26.3	AL117556	NM_001078172		26071	ENSG00000203950	MGI:1913408, MGI:3576504, MGI:1920115	gene with protein product
HGNC:33156	RTL8B	Approved	FAM127C	MAR8B, CXX1c, SIRH4	Xq26.3	BC048268	NM_001078173		441518	ENSG00000212747	MGI:1913408, MGI:3576504, MGI:1920115	gene with protein product
HGNC:2569	RTL8C	Approved	CXX1, FAM127A	Mart8, Mar8, MAR8C, SIRH5	Xq26.3	Y13374	NM_001078171		8933	ENSG00000134590	MGI:1913408, MGI:3576504, MGI:1920115	gene with protein product
HGNC:29245	RTL9	Approved	RGAG1	KIAA1318, Mart9, Mar9, SIRH10	Xq23	AY121804	NM_020769		57529	ENSG00000243978	MGI:2685231	gene with protein product
HGNC:26112	RTL10	Approved	C22orf29	FLJ21125, BOP	22q11.21	BX640998	NM_024627		79680	ENSG00000215012	MGI:3833934	gene with protein product
HGNC:10467	RTN1	Approved	NSP		14q23.1	L10333			6252	ENSG00000139970	MGI:1933947	gene with protein product
HGNC:10468	RTN2	Approved	SPG12	NSP2, NSPL1	19q13.32	AF038540	NM_005619		6253	ENSG00000125744	MGI:107612	gene with protein product
HGNC:10469	RTN3	Approved		NSPL2, NSPLII, ASYIP, HAP, RTN3-A1	11q13	AF059524	NM_006054		10313	ENSG00000133318	MGI:1339970	gene with protein product
HGNC:19212	RTN3P1	Approved	RTN3PS		4q31.21				152905	ENSG00000251333		pseudogene
HGNC:14085	RTN4	Approved		NSP-CL, KIAA0886, NOGO, ASY	2p16.1	AF087901			57142	ENSG00000115310	MGI:1915835	gene with protein product
HGNC:18647	RTN4IP1	Approved		NIMP	6q21	AF336861			84816	ENSG00000130347	MGI:2178759	gene with protein product
HGNC:18601	RTN4R	Approved		NOGOR	22q11.21	AF283463			65078	ENSG00000040608	MGI:2136886	gene with protein product
HGNC:21329	RTN4RL1	Approved		NGRH2, NgR3, DKFZp547J144	17p13.3	AF532859	NM_178568		146760	ENSG00000185924	MGI:2661375	gene with protein product
HGNC:23053	RTN4RL2	Approved		NgR2, NGRH1	11q12.1	BK001302	NM_178570		349667	ENSG00000186907	MGI:2669796	gene with protein product
HGNC:28580	RTP1	Approved		MGC35450, Z3CXXC1	3q27.3	BC034744	NM_153708		132112	ENSG00000175077	MGI:2685450	gene with protein product
HGNC:32486	RTP2	Approved		MGC78665, Z3CXXC2	3q27.3	AY562236	NM_001004312		344892	ENSG00000198471	MGI:2685451	gene with protein product
HGNC:15572	RTP3	Approved	TMEM7	LTM1, Z3CXXC3	3p21.31	AJ312776	NM_031440		83597	ENSG00000163825	MGI:2446841	gene with protein product
HGNC:23992	RTP4	Approved		IFRG28, Z3CXXC4	3q27.3	BC013161	NM_022147		64108	ENSG00000136514	MGI:1915025	gene with protein product
HGNC:26585	RTP5	Approved	C2orf85, CXXC11	FLJ33590, Z3CXXC5	2q37.3	AK090909	NM_173821		285093	ENSG00000188011		gene with protein product
HGNC:23169	RTRAF	Approved	C14orf166	CGI-99, RLLM1, CLE, CLE7, LCRP369, hCLE1	14q22.1	AF151857	NM_016039		51637	ENSG00000087302	MGI:1915295	gene with protein product
HGNC:54647	RTRAFP1	Approved			2q13		NG_023600		100420892	ENSG00000225496		pseudogene
HGNC:54648	RTRAFP2	Approved			5q15		NG_024700		100420911	ENSG00000225165		pseudogene
HGNC:10470	RTT	Symbol Withdrawn										unknown
HGNC:18654	RTTN	Approved		DKFZP434G145	18q22.2	AL117635	NM_173630		25914	ENSG00000176225	MGI:2179288	gene with protein product
HGNC:28991	RUBCN	Approved	KIAA0226	rubicon, rundataxin	3q29	D86979	NM_001145642		9711	ENSG00000145016	MGI:1915160	gene with protein product
HGNC:20420	RUBCNL	Approved	C13orf18, KIAA0226L	FLJ21562, PACER	13q14.13	AK025215	NM_025113		80183	ENSG00000102445	MGI:2685590	gene with protein product
HGNC:19760	RUFY1	Approved		FLJ22251, ZFYVE12, RABIP4	5q35.3	AF361055	NM_001040451		80230	ENSG00000176783	MGI:2429762	gene with protein product
HGNC:40903	RUFY1-AS1	Approved			5q35.3		NR_110560		101928445	ENSG00000244945		RNA, long non-coding
HGNC:19761	RUFY2	Approved		RABIP4R, FLJ10063, KIAA1537, ZFYVE13	10q21.3	AF461266	NM_017987		55680	ENSG00000204130	MGI:1917682	gene with protein product
HGNC:30285	RUFY3	Approved		RIPx, KIAA0871, Singar1, ZFYVE30	4q13.3	AF112221	NM_014961		22902	ENSG00000018189	MGI:106484	gene with protein product
HGNC:24804	RUFY4	Approved		FLJ46536, ZFYVE31	2q35	AK128393	NM_198483		285180	ENSG00000188282	MGI:3588214	gene with protein product
HGNC:25418	RUNDC1	Approved		DKFZp761H0421	17q21.31	AL831813	NM_173079		146923	ENSG00000198863	MGI:2144506	gene with protein product
HGNC:25711	RUNDC2A	Symbol Withdrawn		FLJ12363	16p13.13							gene with protein product
HGNC:16984	RUNDC3A	Approved		RPIP8, RAP2IP	17q21.31	AF055026	NM_006695		10900	ENSG00000108309	MGI:1858752	gene with protein product
HGNC:51344	RUNDC3A-AS1	Approved			17q21.31	AK055254, BC051705	NR_110802		101926996	ENSG00000267750		RNA, long non-coding
HGNC:30286	RUNDC3B	Approved		RPIP9, RPIB9	7q21.12		NM_138290		154661	ENSG00000105784	MGI:2685286	gene with protein product
HGNC:10471	RUNX1	Approved	AML1, CBFA2	PEBP2A2, AMLCR1	21q22.12	X79549			861	ENSG00000159216	MGI:99852	gene with protein product
HGNC:56821	RUNX1-AS1	Approved			21q22.12				112267915	ENSG00000286153		RNA, long non-coding
HGNC:16623	RUNX1-IT1	Approved	C21orf96	FLJ20856	21q22.12	AK024509	NR_026812		80215			RNA, long non-coding
HGNC:1535	RUNX1T1	Approved	AML1T1, CBFA2T1	CDR, ETO, MTG8, ZMYND2	8q21.3	D43638	NM_004349, NM_175635		862	ENSG00000079102	MGI:104793	gene with protein product
HGNC:10472	RUNX2	Approved	CCD, CBFA1, CCD1	AML3, PEBP2A1, PEBP2aA1	6p21.1	AF001450	NM_004348		860	ENSG00000124813	MGI:99829	gene with protein product
HGNC:53512	RUNX2-AS1	Approved			6p21.1				105375077	ENSG00000261080		RNA, long non-coding
HGNC:10473	RUNX3	Approved	CBFA3	AML2, PEBP2A3	1p36.11	BC013362	NM_004350		864	ENSG00000020633	MGI:102672	gene with protein product
HGNC:40513	RUNX3-AS1	Approved			1p36.11				105376878	ENSG00000229162		RNA, long non-coding
HGNC:17153	RUSC1	Approved		NESCA	1q22	AB026894			23623	ENSG00000160753	MGI:1919546	gene with protein product
HGNC:26680	RUSC1-AS1	Approved	C1orf104	FLJ35976	1q22	AK093295	NR_145424		284618	ENSG00000225855		RNA, long non-coding
HGNC:23625	RUSC2	Approved		KIAA0375	9p13.3	AB002373	NM_001135999		9853	ENSG00000198853	MGI:2140371	gene with protein product
HGNC:25848	RUSF1	Approved	C16orf58	FLJ13868	16p11.2	AK023930	NM_022744		64755	ENSG00000140688	MGI:2384572	gene with protein product
HGNC:56038	RUSF1-DT	Approved			16p11.2					ENSG00000260625		RNA, long non-coding
HGNC:10474	RUVBL1	Approved		TIP49, NMP238, RVB1, TIP49a, Pontin52, ECP54, TIH1, Rvb1, INO80H	3q21.3	AF070735			8607	ENSG00000175792	MGI:1928760	gene with protein product
HGNC:40514	RUVBL1-AS1	Approved			3q21.3					ENSG00000239608		RNA, long non-coding
HGNC:10475	RUVBL2	Approved		RVB2, TIP48, TIP49b, Reptin52, ECP51, TIH2, INO80J, Rvb2	19q13.33	AF155138			10856	ENSG00000183207	MGI:1342299	gene with protein product
HGNC:55128	RUVBL2P1	Approved			Xq25		NG_022701		392538	ENSG00000226802		pseudogene
HGNC:10476	RVNP2	Entry Withdrawn			Y							endogenous retrovirus
HGNC:20993	RWDD1	Approved		PTD013	6q22.1	AF092134	NM_015952		51389	ENSG00000111832	MGI:1913771	gene with protein product
HGNC:31055	RWDD1P1	Approved			15q25.1				404551			pseudogene
HGNC:31794	RWDD1P3	Approved	RWDD1L1		12q21.2		XR_015128		727789			pseudogene
HGNC:21385	RWDD2A	Approved	RWDD2	MGC13523, dJ747H23.2	6q14.1	BC010930	NM_033411		112611	ENSG00000013392	MGI:1916769	gene with protein product
HGNC:1302	RWDD2B	Approved	C21orf6	GL011	21q21.3	AF212232			10069	ENSG00000156253	MGI:1858215	gene with protein product
HGNC:21393	RWDD3	Approved		DKFZP566K023, RSUME	1p21.3	BC010936	NM_015485		25950	ENSG00000122481	MGI:1920420	gene with protein product
HGNC:55839	RWDD3-DT	Approved			1p21.3				101928118	ENSG00000226026		RNA, long non-coding
HGNC:23750	RWDD4	Approved	FAM28A, RWDD4A	MGC10198	4q35.1	BC017472	NM_152682		201965	ENSG00000182552	MGI:2681000	gene with protein product
HGNC:23753	RWDD4P1	Approved	FAM28BP		7q22.3					ENSG00000244490		pseudogene
HGNC:23754	RWDD4P2	Approved	FAM28CP		7p14.1				647009	ENSG00000175741		pseudogene
HGNC:19718	RXFP1	Approved	LGR7	RXFPR1	4q32.1	AF190500	NM_021634		59350	ENSG00000171509	MGI:2682211	gene with protein product
HGNC:17318	RXFP2	Approved	LGR8	GREAT, GPR106, INSL3R, RXFPR2	13q13.1	AF403384	NM_130806		122042	ENSG00000133105	MGI:2153463	gene with protein product
HGNC:24883	RXFP3	Approved	RLN3R1	SALPR, GPCR135, RXFPR3	5p13.2	D88437	NM_016568		51289	ENSG00000182631	MGI:2441827	gene with protein product
HGNC:14666	RXFP4	Approved	GPR100, RLN3R2	GPCR142, RXFPR4	1q22	AB065617	NM_181885		339403	ENSG00000173080	MGI:2182926	gene with protein product
HGNC:10477	RXRA	Approved		NR2B1, RXRalpha, RXR-alpha	9q34.2	X52773	NM_002957		6256	ENSG00000186350	MGI:98214	gene with protein product
HGNC:10478	RXRB	Approved		NR2B2, H-2RIIBP, RCoR-1, RXRbeta, RXR-beta	6p21.32	M84820	NM_021976		6257	ENSG00000204231	MGI:98215	gene with protein product
HGNC:10479	RXRG	Approved		NR2B3, RXRgamma, RXR-gamma	1q23.3	U38480	NM_006917		6258	ENSG00000143171	MGI:98216	gene with protein product
HGNC:13530	RXYLT1	Approved	TMEM5	HP10481	12q14.2	AB015633	NM_014254		10329	ENSG00000118600	MGI:2384919	gene with protein product
HGNC:48910	RXYLT1-AS1	Approved	TMEM5-AS1		12q14.2	DB026756				ENSG00000255850		RNA, long non-coding
HGNC:10480	RYBP	Approved		YEAF1, AAP1, DEDAF	3p13	AF179286	NM_012234		23429	ENSG00000163602	MGI:1929059	gene with protein product
HGNC:10481	RYK	Approved	JTK5A	D3S3195, RYK1, JTK5	3q22.2	S59184	NM_001005861	2.7.10.1	6259	ENSG00000163785	MGI:101766	gene with protein product
HGNC:10482	RYKP1	Approved	RYKL1, JTK5B, RYKP	JTK5	17p13.2	AC087742	NG_005810		6260	ENSG00000263219		pseudogene
HGNC:10483	RYR1	Approved	MHS, MHS1, CCO	RYR, PPP1R137	19q13.2	J05200			6261	ENSG00000196218	MGI:99659	gene with protein product
HGNC:10484	RYR2	Approved	ARVD2	ARVC2, VTSIP	1q43	X91869	NM_001035		6262	ENSG00000198626	MGI:99685	gene with protein product
HGNC:10485	RYR3	Approved			15q13.3-q14				6263	ENSG00000198838	MGI:99684	gene with protein product
